TestCfg,EncodeMethod,CodecName,EncodePreset,Class,Name,OrigRes,FPS,BitDepth,CodedRes,QP,Bitrate(kbps),PSNR_Y,PSNR_U,PSNR_V,SSIM_Y(dB),MS-SSIM_Y(dB),VMAF_Y,VMAF_Y-NEG,PSNR-HVS,CIEDE2000,APSNR_Y,APSNR_U,APSNR_V,CAMBI,EncT[s],DecT[s],EncInstr,DecInstr,EncCycles,DecCycles,EncMD5,DecMD5
STILL,aom,av2,0,F1,fireworks_01.y4m,4032x3024,25.00,8,4032x3024,110,988067,36.994115,50.372114,49.834488,10.020359,17.489524,91.691547,90.216247,40.954924,42.783169,36.994115,50.372114,49.834488,0.000994,49996.27,1.19,376567455900735,5940190320,169778266780079,4213196477,892d6b12d096acfe071a66da6185821d,
STILL,aom,av2,0,F1,fireworks_01.y4m,4032x3024,25.00,8,4032x3024,135,192233,32.935102,47.585810,47.435455,5.697847,11.261192,82.376399,80.892998,33.643371,38.996715,32.935102,47.585810,47.435455,0.336571,47775.01,0.64,334269343516384,3665169561,133416968509109,1800119194,f41e16ace8955c7bfe0dc35e1a373d50,
STILL,aom,av2,0,F1,fireworks_01.y4m,4032x3024,25.00,8,4032x3024,160,42985,31.462431,44.705263,44.564521,4.641066,8.594914,66.767277,65.329041,30.262177,37.393831,31.462431,44.705263,44.564521,12.108857,14779.17,0.59,80136459719634,2668622538,37957703718681,1633079260,00c40c870fb85d939af6262b97347b4c,
STILL,aom,av2,0,F1,fireworks_01.y4m,4032x3024,25.00,8,4032x3024,185,19071,30.617394,41.948409,41.105279,4.444853,8.038222,52.590508,51.376363,28.678863,36.188904,30.617394,41.948409,41.105279,14.070239,7936.19,0.56,41008819576682,2963121407,20459159328399,1599902898,72887bc43d906738aba91d1fd99d77f2,
STILL,aom,av2,0,F1,flowerfield.y4m,3696x2448,25.00,8,3696x2448,60,1209752,51.377437,51.149937,51.562780,23.761613,32.139567,96.805891,96.018606,52.640365,53.252248,51.377437,51.149937,51.562780,0.003342,36249.85,0.85,199168228596424,3435554077,93924610752256,2245677925,0334b7ff912134fa29c9377e3212a523,
STILL,aom,av2,0,F1,flowerfield.y4m,3696x2448,25.00,8,3696x2448,85,637125,47.383217,46.916734,47.531234,20.436255,27.531978,95.705592,94.579667,47.686683,48.708147,47.383217,46.916734,47.531234,0.004805,31138.77,0.76,171322642206899,3099320858,80660058197981,2049682708,31e767f26e9ff5e817e940c8c30d84c1,
STILL,aom,av2,0,F1,flowerfield.y4m,3696x2448,25.00,8,3696x2448,110,328977,43.753087,43.096602,43.998338,17.880167,23.799660,92.844821,91.227914,42.507153,45.169460,43.753087,43.096602,43.998338,0.005599,23544.82,0.73,131199421583066,3326759124,61136803357641,2026198641,d24fc74049ff657a216429f70667d069,
STILL,aom,av2,0,F1,flowerfield.y4m,3696x2448,25.00,8,3696x2448,135,170390,40.130073,39.527990,40.555950,15.413297,20.092230,85.631587,83.568549,37.224687,41.712399,40.130073,39.527990,40.555950,0.004260,21097.37,0.61,148708387914821,2981458227,71713850493024,2214688712,8001f7dfde6e95b6b555296d56e96e34,
STILL,aom,av2,0,F1,flowerfield.y4m,3696x2448,25.00,8,3696x2448,160,87117,36.328485,35.974054,37.144664,12.905443,16.377830,70.099307,67.847142,32.280364,38.093532,36.328485,35.974054,37.144664,0.005299,16217.18,0.58,89439076474865,2635102698,42166832298607,1631599828,b612c9cb33eaa6d6d32df289633fa034,
STILL,aom,av2,0,F1,flowerfield.y4m,3696x2448,25.00,8,3696x2448,185,42572,32.484401,32.810420,33.564433,10.561868,12.913128,46.824847,45.067955,27.820905,34.523296,32.484401,32.810420,33.564433,0.018320,8290.46,0.56,45869761883670,2552314067,21568408315061,1604143633,be870e362dcc4303508115740fdfac86,
STILL,aom,av2,0,F1,flowers_08.y4m,4032x3024,25.00,8,4032x3024,60,5113154,48.544565,49.691743,51.060886,23.659542,33.359069,97.083074,96.446361,53.931341,48.594065,48.544565,49.691743,51.060886,0.009130,35613.50,2.41,205725969481355,9873477584,93371031317603,6380697998,57d529de3c8f641134f7d02c07cd3714,
STILL,aom,av2,0,F1,flowers_08.y4m,4032x3024,25.00,8,4032x3024,85,3205499,42.705289,45.516177,47.732248,17.950984,27.355208,96.355319,95.387586,48.956217,43.792522,42.705289,45.516177,47.732248,0.014379,34021.25,1.76,244250877521825,8875797419,95012413348408,4923262763,2b2d8a10c02127d12325f18926ec1429,
STILL,aom,av2,0,F1,flowers_08.y4m,4032x3024,25.00,8,4032x3024,110,1774010,37.559355,41.921655,44.475788,13.902604,22.376399,94.415073,92.944742,42.740942,39.577380,37.559355,41.921655,44.475788,0.026852,49468.44,1.83,293457181301139,7958933634,130247097811123,4909978170,997493f146d162214e3ab132e98ad30f,
STILL,aom,av2,0,F1,flowers_08.y4m,4032x3024,25.00,8,4032x3024,135,903244,33.142335,38.828349,41.423535,11.139804,18.425732,88.815614,86.690163,36.397467,35.896482,33.142335,38.828349,41.423535,0.043881,94269.72,1.50,540914455026289,6883270781,247013899637159,4095073240,41aa047362737fad4126b8b15494da52,
STILL,aom,av2,0,F1,flowers_08.y4m,4032x3024,25.00,8,4032x3024,160,424879,29.150308,35.717021,38.490252,8.509710,14.433478,74.425980,72.083137,30.093856,32.434723,29.150308,35.717021,38.490252,0.084426,71869.78,1.21,401802920599884,5634059653,187677024580853,3318749411,9fad02965d79b7e325741efcbbfe26e4,
STILL,aom,av2,0,F1,flowers_08.y4m,4032x3024,25.00,8,4032x3024,185,190650,25.518692,32.484622,35.530955,6.107825,10.562611,51.363325,49.405055,24.231653,29.095963,25.518692,32.484622,35.530955,0.137549,44942.58,1.03,255300272181089,4800711010,117287178344589,2864113761,99a7b39da61386421ef830c3296e5f12,
STILL,aom,av2,0,F1,flowers_12.y4m,4032x3024,25.00,8,4032x3024,60,3954523,48.525304,51.774232,53.072094,23.680695,33.751234,97.100101,96.556761,54.089473,48.986023,48.525304,51.774232,53.072094,0.000170,41864.99,1.94,244829834723879,8543374432,109817599790618,5103703130,dc98f849f70989024dfb46f26ec3da4c,
STILL,aom,av2,0,F1,flowers_12.y4m,4032x3024,25.00,8,4032x3024,85,2292552,42.918254,49.162988,50.715728,18.499514,27.898661,96.349528,95.585472,49.201996,44.461787,42.918254,49.162988,50.715728,0.000264,40749.19,1.62,279687135411952,7814851706,113797513198085,4559518381,8a88184f2ef4c0dfda30a34a5b35e470,
STILL,aom,av2,0,F1,flowers_12.y4m,4032x3024,25.00,8,4032x3024,110,1122695,38.059143,46.511960,48.173295,14.500679,22.839569,94.876797,93.531301,42.754373,40.421164,38.059143,46.511960,48.173295,0.000771,56657.91,1.33,331635285967348,5936022926,149032574622770,3670820618,37ee925ffc54612b2e6172cad3057552,
STILL,aom,av2,0,F1,flowers_12.y4m,4032x3024,25.00,8,4032x3024,135,518237,34.262835,43.658544,45.465625,11.629041,18.877862,90.008350,88.129351,36.249659,37.067810,34.262835,43.658544,45.465625,0.015037,74632.18,0.90,510142465799902,5204125914,208427469188684,2554715389,bb4e6b0aa9a98936dbb4f9d2b17dc655,
STILL,aom,av2,0,F1,flowers_12.y4m,4032x3024,25.00,8,4032x3024,160,254054,30.987829,40.845156,42.774831,9.200017,15.210420,77.640406,75.411687,30.305908,34.017922,30.987829,40.845156,42.774831,0.052496,47209.56,0.81,334907393252787,4789421815,131838120022407,2252337572,51dfe6c49b8b141c9bb1322c1da79bcd,
STILL,aom,av2,0,F1,flowers_12.y4m,4032x3024,25.00,8,4032x3024,185,123203,27.583959,38.090845,39.925914,6.869726,11.532823,57.895192,55.733411,25.058022,30.875933,27.583959,38.090845,39.925914,0.063947,26548.43,0.75,188920369473126,4259575576,90531516666632,2722946840,983b1f3697b261630103c8bda4d64b17,
STILL,aom,av2,0,F1,food_02.y4m,4032x3024,25.00,8,4032x3024,60,2944491,48.573980,53.177350,54.252714,20.837627,29.945116,97.027434,96.312601,52.327497,50.720704,48.573980,53.177350,54.252714,0.000364,57923.48,1.65,326000200175325,7155833701,150421904193879,4333899936,b1a1d4bf9f2689e70504e58c597672b9,
